query_id	subject_id	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bitscore	query_coverage	tax_id	species_name	blast_name	kingdom	description
NP_002469.2	ref|XP_075200873.1|	44.928	207	88	5	78	279	58	243	1.72e-37	144	63	238106	N/A	N/A	N/A	myogenic factor 6 [Anomaloglossus baeobatrachus]
NP_002469.2	ref|XP_066447579.1|	44.712	208	96	6	78	279	58	252	9.09e-37	142	63	57060	N/A	N/A	N/A	myogenic factor 6 isoform X1 [Eleutherodactylus coqui]
NP_002469.2	ref|XP_063164512.1|	46.569	204	80	5	77	267	65	252	1.69e-36	142	60	51853	N/A	N/A	N/A	myogenic factor 6 [Candoia aspera]
NP_002469.2	ref|XP_069620532.1|	44.444	207	89	5	78	279	58	243	2.33e-36	141	63	111125;111132	N/A;N/A	N/A	N/A	myogenic factor 6 [Ranitomeya imitator]
NP_002469.2	ref|XP_010885524.1|	45.833	192	72	7	78	262	60	226	2.51e-36	141	58	8010	N/A	N/A	N/A	myogenic factor 6 [Esox lucius]
NP_002469.2	ref|XP_054268812.1|	45.588	204	81	5	80	266	107	297	3.03e-36	143	58	74068	N/A	N/A	N/A	myogenic factor 6 [Macrosteles quadrilineatus]
NP_002469.2	ref|XP_066447580.1|	44.444	207	89	6	78	279	58	243	3.24e-36	141	63	57060	N/A	N/A	N/A	myogenic factor 6 isoform X2 [Eleutherodactylus coqui]
NP_002469.2	ref|XP_077117212.1|	44.444	207	89	5	78	279	58	243	3.88e-36	140	63	490064	N/A	N/A	N/A	myogenic factor 6 isoform X1 [Ranitomeya variabilis]
NP_002469.2	ref|XP_072002594.1|	44.444	207	89	5	78	279	58	243	3.92e-36	140	63	76066	N/A	N/A	N/A	myogenic factor 6 [Engystomops pustulosus]
NP_002469.2	ref|XP_032077868.1|	46.569	204	80	5	77	267	67	254	5.35e-36	141	60	35005	N/A	N/A	N/A	myogenic factor 6 [Thamnophis elegans]
NP_002469.2	ref|XP_056425373.1|	43.961	207	90	5	78	279	58	243	5.69e-36	140	63	327740	N/A	N/A	N/A	myogenic factor 6 [Hyla sarda]
NP_002469.2	ref|XP_073507698.1|	44.712	208	96	6	78	279	58	252	5.83e-36	140	63	111132	N/A	N/A	N/A	myogenic factor 6 isoform X1 [Phyllobates terribilis]
NP_002469.2	ref|XP_075716195.1|	43.961	207	90	5	78	279	58	243	7.49e-36	140	63	43563	N/A	N/A	N/A	myogenic factor 6 [Rhinoderma darwinii]
NP_002469.2	ref|XP_040264413.1|	43.961	207	90	5	78	279	58	243	8.16e-36	140	63	8384;30331	N/A;N/A	N/A	N/A	myogenic factor 6 [Bufo bufo]
NP_002469.2	ref|XP_058883574.1|	48.969	194	70	8	78	264	61	232	8.38e-36	140	58	7906	N/A	N/A	N/A	myogenic factor 6-like [Acipenser ruthenus]
NP_002469.2	ref|XP_075132433.1|	43.961	207	90	5	78	279	58	243	9.57e-36	140	63	238119	N/A	N/A	N/A	myogenic factor 6 [Leptodactylus fuscus]
NP_002469.2	ref|XP_033889348.2|	47.716	197	68	6	78	264	61	232	1.05e-35	139	58	7906	N/A	N/A	N/A	myogenic factor 6 [Acipenser ruthenus]
NP_002469.2	ref|XP_007232868.2|	41.634	257	111	9	23	267	5	234	1.32e-35	139	77	7994	N/A	N/A	N/A	myogenic factor 6 [Astyanax mexicanus]
NP_002469.2	ref|XP_070803248.1|	46.078	204	81	6	77	267	67	254	1.50e-35	140	60	94852	N/A	N/A	N/A	myogenic factor 6 [Pituophis catenifer annectens]
NP_002469.2	ref|XP_073412967.1|	43.961	207	90	5	78	279	58	243	1.51e-35	139	63	92724	N/A	N/A	N/A	myogenic factor 6 [Dendrobates tinctorius]
NP_002469.2	ref|XP_069138325.1|	46.544	217	80	6	71	279	171	359	2.05e-35	142	65	31199	N/A	N/A	N/A	myogenic factor 6-like [Argopecten irradians]
NP_002469.2	ref|XP_021349247.1|	46.698	212	87	5	71	279	173	361	2.21e-35	142	65	6573	N/A	N/A	N/A	myogenic factor 6-like [Mizuhopecten yessoensis]
NP_002469.2	ref|XP_055890166.1|	47.783	203	77	5	80	279	226	402	2.31e-35	143	63	6526	N/A	N/A	N/A	myogenic factor 6-like [Biomphalaria glabrata]
NP_002469.2	ref|XP_066489834.1|	49.231	195	79	4	80	267	71	252	2.39e-35	139	59	71010	N/A	N/A	N/A	myogenic factor 6 [Tiliqua scincoides]
NP_002469.2	ref|XP_039617682.1|	39.600	250	126	8	23	264	5	237	2.51e-35	139	76	55291	N/A	N/A	N/A	LOW QUALITY PROTEIN: myogenic factor 6 [Polypterus senegalus]
NP_002469.2	ref|XP_007059090.2|	47.000	200	76	5	78	269	59	236	2.51e-35	139	60	8469;27790	N/A;N/A	N/A	N/A	myogenic factor 6 [Chelonia mydas]
NP_002469.2	ref|XP_032662212.1|	47.000	200	76	5	78	269	59	236	2.57e-35	139	60	106734	N/A	N/A	N/A	myogenic factor 6 [Chelonoidis abingdonii]
NP_002469.2	ref|XP_069485405.1|	47.739	199	73	7	78	268	59	234	2.60e-35	139	60	8296	N/A	N/A	N/A	myogenic factor 6 [Ambystoma mexicanum]
NP_002469.2	ref|XP_048692768.1|	47.000	200	76	5	78	269	59	236	2.86e-35	138	60	8467	N/A	N/A	N/A	myogenic factor 6 [Caretta caretta]
NP_002469.2	ref|XP_058046953.1|	44.712	208	78	5	77	267	68	255	2.96e-35	139	60	499056	N/A	N/A	N/A	myogenic factor 6 [Ahaetulla prasina]
NP_002469.2	ref|XP_069811764.1|	43.961	207	90	5	78	279	56	241	3.21e-35	138	63	150705	N/A	N/A	N/A	myogenic factor 6 [Dendropsophus ebraccatus]
NP_002469.2	ref|XP_073507700.1|	43.961	207	89	5	78	279	58	242	3.37e-35	138	63	111132	N/A	N/A	N/A	myogenic factor 6 isoform X3 [Phyllobates terribilis]
NP_002469.2	ref|XP_061814900.1|	39.841	251	118	6	28	266	3	232	3.48e-35	138	75	546530	N/A	N/A	N/A	myogenic factor 6 isoform X2 [Nerophis lumbriciformis]
NP_002469.2	ref|XP_052811376.1|	44.928	207	89	4	80	275	187	379	3.51e-35	142	61	6604	N/A	N/A	N/A	myogenic factor 6-like [Mya arenaria]
NP_002469.2	ref|XP_005279143.1|	47.000	200	76	5	78	269	59	236	3.61e-35	138	60	8478;27794;31138;82168;2587831;2991368	N/A;N/A;N/A;N/A;N/A;N/A	N/A	N/A	myogenic factor 6 [Chrysemys picta bellii]
NP_002469.2	ref|XP_039218895.1|	47.500	200	84	6	77	267	66	253	3.95e-35	139	60	88082	N/A	N/A	N/A	myogenic factor 6 [Crotalus tigris]
NP_002469.2	ref|XP_030409899.1|	47.000	200	76	5	78	269	59	236	4.27e-35	138	60	1825980	N/A	N/A	N/A	myogenic factor 6 [Gopherus evgoodei]
NP_002469.2	ref|XP_057932853.1|	40.239	251	112	6	28	266	3	227	4.51e-35	137	75	161450	N/A	N/A	N/A	myogenic factor 6 [Doryrhamphus excisus]
NP_002469.2	ref|XP_034982814.1|	46.269	201	85	4	77	268	75	261	5.18e-35	138	60	8524	N/A	N/A	N/A	myogenic factor 6 [Zootoca vivipara]
NP_002469.2	ref|XP_060759528.1|	41.004	239	112	7	28	262	3	216	5.88e-35	137	73	443677	N/A	N/A	N/A	myogenic factor 6 [Neoarius graeffei]
NP_002469.2	ref|XP_035281121.1|	36.250	320	124	10	28	320	3	269	6.23e-35	138	92	7936	N/A	N/A	N/A	myogenic factor 6-like isoform X2 [Anguilla anguilla]
NP_002469.2	ref|XP_018408412.1|	46.890	209	81	6	78	279	58	243	6.53e-35	137	63	125878	N/A	N/A	N/A	PREDICTED: myogenic factor 6 [Nanorana parkeri]
NP_002469.2	ref|XP_077117213.1|	44.928	207	87	6	78	279	58	242	6.57e-35	137	63	490064	N/A	N/A	N/A	myogenic factor 6 isoform X2 [Ranitomeya variabilis]
NP_002469.2	ref|XP_053262296.1|	46.231	199	92	5	75	268	73	261	6.97e-35	138	61	65483	N/A	N/A	N/A	myogenic factor 6 [Podarcis raffonei]
NP_002469.2	ref|XP_073187337.1|	46.500	200	77	5	78	269	59	236	7.34e-35	137	60	8472	N/A	N/A	N/A	myogenic factor 6 [Lepidochelys kempii]
NP_002469.2	ref|XP_060069597.1|	46.226	212	88	5	71	279	173	361	7.57e-35	140	65	509963	N/A	N/A	N/A	myogenic factor 6-like [Ylistrum balloti]
NP_002469.2	ref|XP_039375684.1|	47.000	200	76	5	78	269	59	236	7.83e-35	137	60	260615	N/A	N/A	N/A	myogenic factor 6 [Mauremys reevesii]
NP_002469.2	ref|XP_028672961.1|	39.600	250	126	8	23	264	5	237	8.06e-35	137	76	27687	N/A	N/A	N/A	myogenic factor 6 [Erpetoichthys calabaricus]
NP_002469.2	ref|XP_034258780.1|	46.078	204	81	5	77	267	67	254	8.96e-35	137	60	94885	N/A	N/A	N/A	myogenic factor 6 [Pantherophis guttatus]
NP_002469.2	ref|XP_033740468.1|	46.226	212	88	5	71	279	173	361	9.23e-35	140	65	6579	N/A	N/A	N/A	myogenic factor 6-like isoform X1 [Pecten maximus]
NP_002469.2	ref|XP_072257308.1|	46.860	207	84	6	78	279	58	243	9.88e-35	137	63	30357	N/A	N/A	N/A	myogenic factor 6 [Pyxicephalus adspersus]
